slice_idx,circle_idx,is_articular,x_mm,y_mm,z_mm
1,0,0,-115.4381,-30.1390,-7.8855
1,0,0,-115.9380,-29.6390,-7.8818
1,0,0,-116.9379,-29.6389,-7.8686
1,0,0,-117.4379,-29.1389,-7.8649
1,0,0,-118.4378,-29.1388,-7.8517
1,0,0,-118.9377,-28.6387,-7.8480
1,0,0,-119.4377,-28.6387,-7.8414
1,0,0,-122.9374,-25.1385,-7.8156
1,0,0,-122.9374,-24.6385,-7.8186
1,0,0,-123.9373,-23.6384,-7.8112
1,0,0,-123.9373,-23.1385,-7.8141
1,0,0,-124.9372,-22.1384,-7.8067
1,0,0,-124.9372,-21.1384,-7.8126
1,0,0,-125.4372,-20.6384,-7.8089
1,0,0,-125.4372,-16.6384,-7.8323
1,0,0,-124.9372,-16.1385,-7.8418
1,0,0,-124.9372,-14.6385,-7.8506
1,0,0,-122.9374,-12.6387,-7.8887
1,0,0,-122.4374,-12.6387,-7.8953
1,0,0,-119.9377,-10.1390,-7.9429
1,0,0,-119.4377,-10.1390,-7.9495
1,0,0,-118.9377,-9.6391,-7.9591
1,0,0,-118.4378,-9.6391,-7.9657
1,0,0,-117.9378,-9.1392,-7.9752
1,0,0,-112.9383,-9.1395,-8.0413
1,0,0,-112.4383,-9.6396,-8.0450
1,0,0,-110.9384,-9.6397,-8.0648
1,0,0,-109.9385,-10.6397,-8.0722
1,0,0,-108.9386,-10.6398,-8.0854
1,0,0,-107.4388,-12.1399,-8.0964
1,0,0,-106.4388,-12.1400,-8.1096
1,0,0,-104.9390,-13.6401,-8.1207
1,0,0,-104.9390,-14.1401,-8.1178
1,0,0,-104.4390,-14.6401,-8.1215
1,0,0,-104.4390,-15.1401,-8.1185
1,0,0,-103.4391,-16.1402,-8.1259
1,0,0,-103.4391,-21.6401,-8.0938
1,0,0,-105.9389,-24.1398,-8.0461
1,0,0,-106.4388,-24.1398,-8.0395
1,0,0,-107.4388,-25.1397,-8.0205
1,0,0,-107.9387,-25.1397,-8.0139
1,0,0,-108.9386,-26.1396,-7.9948
1,0,0,-109.4386,-26.1395,-7.9882
1,0,0,-109.9385,-26.6395,-7.9787
1,0,0,-110.4385,-26.6394,-7.9721
1,0,0,-111.9384,-28.1393,-7.9435
1,0,0,-112.4383,-28.1393,-7.9369
1,0,0,-113.4382,-29.1392,-7.9178
1,0,0,-113.9382,-29.1391,-7.9112
1,0,0,-114.4381,-29.6391,-7.9017
1,0,0,-114.9381,-29.6390,-7.8951
2,0,0,-115.3944,-31.6197,-4.5771
2,0,0,-115.8944,-31.1197,-4.5734
2,0,0,-116.3944,-31.1196,-4.5668
2,0,0,-116.8943,-30.6196,-4.5631
2,0,0,-117.8942,-30.6195,-4.5499
2,0,0,-118.8941,-29.6194,-4.5425
2,0,0,-119.3941,-29.6194,-4.5359
2,0,0,-122.3938,-26.6192,-4.5138
2,0,0,-122.3938,-26.1192,-4.5167
2,0,0,-122.8938,-25.6192,-4.5131
2,0,0,-122.8938,-25.1192,-4.5160
2,0,0,-123.3937,-24.6192,-4.5123
2,0,0,-123.3937,-24.1192,-4.5152
2,0,0,-123.8937,-23.6192,-4.5115
2,0,0,-123.8937,-23.1192,-4.5145
2,0,0,-124.3937,-22.6191,-4.5108
2,0,0,-124.3937,-22.1191,-4.5137
2,0,0,-124.8936,-21.6191,-4.5100
2,0,0,-124.8936,-18.1192,-4.5305
2,0,0,-124.3937,-17.6192,-4.5400
2,0,0,-124.3937,-15.6193,-4.5517
2,0,0,-120.8940,-12.1196,-4.6184
2,0,0,-120.3940,-12.1196,-4.6250
2,0,0,-118.8941,-10.6198,-4.6536
2,0,0,-118.3942,-10.6198,-4.6602
2,0,0,-117.8942,-10.1199,-4.6697
2,0,0,-117.3943,-10.1199,-4.6763
2,0,0,-116.3944,-9.1200,-4.6954
2,0,0,-115.8944,-9.1200,-4.7020
2,0,0,-115.3944,-8.6201,-4.7115
2,0,0,-112.3947,-8.6203,-4.7512
2,0,0,-111.8948,-9.1203,-4.7548
2,0,0,-110.3949,-9.1205,-4.7747
2,0,0,-109.8949,-9.6205,-4.7783
2,0,0,-108.8950,-9.6206,-4.7916
2,0,0,-108.3951,-10.1206,-4.7952
2,0,0,-107.8951,-10.1206,-4.8019
2,0,0,-107.3951,-10.6207,-4.8055
2,0,0,-106.8952,-10.6207,-4.8121
2,0,0,-106.3952,-11.1207,-4.8158
2,0,0,-105.8953,-11.1208,-4.8224
2,0,0,-102.8955,-14.1209,-4.8446
2,0,0,-102.8955,-14.6209,-4.8416
2,0,0,-102.3956,-15.1210,-4.8453
2,0,0,-102.3956,-15.6210,-4.8424
2,0,0,-101.8956,-16.1210,-4.8461
2,0,0,-101.8956,-16.6210,-4.8432
2,0,0,-101.3957,-17.1210,-4.8468
2,0,0,-101.3957,-17.6210,-4.8439
2,0,0,-100.8957,-18.1210,-4.8476
2,0,0,-100.8957,-20.6210,-4.8330
