slice_idx,num_points,x_mm,y_mm,z_mm
15,53,-112.7841,-16.8501,41.5069
15,53,-112.7841,-16.3501,41.5040
15,53,-112.2841,-15.8502,41.4945
15,53,-112.2841,-15.3502,41.4915
15,53,-112.7841,-14.8502,41.4952
15,53,-112.7841,-14.3502,41.4923
15,53,-109.7843,-11.3505,41.4351
15,53,-109.7843,-10.8505,41.4322
15,53,-108.7844,-9.8506,41.4131
15,53,-106.7846,-9.8507,41.3867
15,53,-105.7847,-8.8508,41.3677
15,53,-105.2847,-8.8508,41.3610
15,53,-104.7848,-9.3509,41.3574
15,53,-102.7850,-9.3510,41.3309
15,53,-102.2850,-8.8511,41.3214
15,53,-98.2854,-8.8514,41.2685
15,53,-97.2854,-9.8514,41.2612
15,53,-96.7855,-9.8515,41.2546
15,53,-96.2855,-10.3515,41.2509
15,53,-95.2856,-10.3516,41.2377
15,53,-94.2857,-11.3517,41.2303
15,53,-94.2857,-12.3516,41.2361
15,53,-92.7858,-13.8517,41.2251
15,53,-92.7858,-14.3517,41.2280
15,53,-91.7859,-15.3518,41.2206
15,53,-91.7859,-15.8518,41.2236
15,53,-91.2860,-16.3518,41.2199
15,53,-91.2860,-16.8518,41.2228
15,53,-90.2860,-17.8519,41.2154
15,53,-90.2860,-24.3517,41.2534
15,53,-92.2859,-26.3516,41.2915
15,53,-92.7858,-26.3515,41.2981
15,53,-95.2856,-28.8513,41.3458
15,53,-95.7856,-28.8512,41.3524
15,53,-97.2854,-30.3511,41.3810
15,53,-97.2854,-30.8511,41.3839
15,53,-98.2854,-31.8510,41.4029
15,53,-100.2852,-31.8508,41.4294
