x_mm,y_mm,z_mm,slice_idx
-109.1647,-49.2142,19.0222,9
-109.7737,-49.2524,19.1574,9
-110.4117,-49.8448,19.0054,9
-111.0207,-49.8830,19.1406,9
-112.2968,-51.0679,18.8365,9
-113.5148,-51.1443,19.1070,9
-114.0948,-50.6282,19.5296,9
-114.7328,-51.2207,19.3775,9
-115.8927,-50.1884,20.2226,9
-116.5017,-50.2266,20.3579,9
-117.7778,-51.4115,20.0538,9
-120.0975,-49.3471,21.7440,9
-119.4595,-48.7546,21.8961,9
-120.6193,-47.7224,22.7412,9
-120.5322,-46.0596,23.6031,9
-121.1121,-45.5435,24.0257,9
-120.9668,-42.7720,25.4622,9
-120.3287,-42.1796,25.6143,9
-120.2997,-41.6253,25.9016,9
-120.8796,-41.1092,26.3242,9
-120.8506,-40.5549,26.6115,9
-120.2125,-39.9624,26.7635,9
-120.7924,-39.4463,27.1861,9
-120.7634,-38.8920,27.4734,9
-120.1253,-38.2996,27.6255,9
-119.9510,-34.9738,29.3493,9
-119.3129,-34.3814,29.5014,9
-119.2838,-33.8271,29.7887,9
-118.6458,-33.2346,29.9407,9
-118.4714,-29.9089,31.6646,9
-114.6431,-26.3541,32.5770,9
-114.6140,-25.7998,32.8643,9
-112.0618,-23.4300,33.4725,9
-111.4528,-23.3918,33.3372,9
-110.1767,-22.2069,33.6414,9
-109.5677,-22.1687,33.5061,9
-108.9297,-21.5762,33.6582,9
-107.7117,-21.4999,33.3877,9
-107.0736,-20.9074,33.5397,9
-103.4196,-20.6784,32.7282,9
-102.7816,-20.0859,32.8803,9
-102.1726,-20.0477,32.7450,9
-101.5927,-20.5638,32.3225,9
-98.5477,-20.3729,31.6462,9
-97.9678,-20.8890,31.2236,9
-96.1408,-20.7745,30.8179,9
-95.5608,-21.2906,30.3953,9
-94.9518,-21.2524,30.2601,9
-94.3719,-21.7685,29.8375,9
-93.7629,-21.7304,29.7022,9
-93.1830,-22.2465,29.2797,9
-92.5740,-22.2083,29.1444,9
-91.9941,-22.7244,28.7219,9
-91.3851,-22.6862,28.5866,9
-88.4854,-25.2668,26.4738,9
-88.5145,-25.8211,26.1865,9
-86.7747,-27.3694,24.9188,9
-86.8037,-27.9237,24.6315,9
-85.6438,-28.9559,23.7864,9
-85.7020,-30.0645,23.2118,9
-85.1220,-30.5806,22.7892,9
-85.4417,-36.6777,19.6288,9
-86.0798,-37.2702,19.4767,9
-86.1669,-38.9330,18.6148,9
-86.8050,-39.5255,18.4627,9
-86.8631,-40.6341,17.8881,9
-87.5012,-41.2265,17.7361,9
-87.5302,-41.7808,17.4488,9
-88.8063,-42.9658,17.1446,9
-88.8354,-43.5200,16.8573,9
-90.7496,-45.2974,16.4012,9
-90.7786,-45.8517,16.1138,9
-92.6928,-47.6291,15.6577,9
-93.9108,-47.7055,15.9282,9
-95.8249,-49.4829,15.4720,9
-96.4339,-49.5210,15.6072,9
-97.0720,-50.1135,15.4552,9
-100.1170,-50.3044,16.1315,9
-100.7550,-50.8969,15.9794,9
-101.3350,-50.3807,16.4020,9
-101.9730,-50.9732,16.2499,9
-102.5529,-50.4571,16.6725,9
-103.8290,-51.6420,16.3683,9
-110.6159,-49.9581,15.1659,10
-111.1959,-49.4420,15.5885,10
-115.4588,-49.7093,16.5352,10
-116.0388,-49.1931,16.9578,10
-116.6478,-49.2313,17.0930,10
-117.2277,-48.7152,17.5156,10
-119.6637,-48.8679,18.0566,10
-121.9834,-46.8035,19.7468,10
-121.8962,-45.1406,20.6088,10
-122.4762,-44.6245,21.0313,10
-122.2727,-40.7445,23.0425,10
-122.8527,-40.2284,23.4651,10
-122.6783,-36.9027,25.1889,10
-122.0402,-36.3102,25.3410,10
-121.9531,-34.6474,26.2029,10
-121.3150,-34.0549,26.3550,10
-121.2569,-32.9463,26.9296,10
-120.6188,-32.3539,27.0817,10
-120.5317,-30.6910,27.9436,10
-116.7033,-27.1362,28.8559,10
-117.2833,-26.6201,29.2785,10
-117.2542,-26.0658,29.5658,10
-111.5117,-20.7337,30.9343,10
-110.9027,-20.6955,30.7991,10
-110.2647,-20.1030,30.9511,10
-109.6557,-20.0648,30.8159,10
-109.0176,-19.4724,30.9679,10
-108.4086,-19.4342,30.8327,10
-107.7706,-18.8417,30.9847,10
-105.9436,-18.7272,30.5790,10
-105.3055,-18.1347,30.7310,10
-102.2605,-17.9438,30.0548,10
-101.6225,-17.3514,30.2068,10
-97.9685,-17.1223,29.3953,10
-97.3886,-17.6384,28.9728,10
-96.7796,-17.6002,28.8375,10
-96.1997,-18.1164,28.4150,10
-94.9817,-18.0400,28.1445,10
-92.6619,-20.1044,26.4542,10
-92.0529,-20.0663,26.3190,10
-89.1533,-22.6468,24.2061,10
-89.1823,-23.2011,23.9188,10
-86.8626,-25.2655,22.2286,10
-86.8917,-25.8198,21.9413,10
-86.3117,-26.3359,21.5187,10
-86.3408,-26.8902,21.2314,10
-85.7609,-27.4063,20.8088,10
-85.8190,-28.5149,20.2342,10
-85.2390,-29.0310,19.8117,10
-85.5878,-35.6824,16.3639,10
-86.2258,-36.2749,16.2119,10
-86.3421,-38.4920,15.0626,10
-87.6182,-39.6770,14.7585,10
-87.6472,-40.2312,14.4712,10
-88.9233,-41.4162,14.1671,10
-88.9524,-41.9705,13.8798,10
-90.2285,-43.1554,13.5757,10
-90.2576,-43.7097,13.2884,10
-91.5337,-44.8946,12.9843,10
-91.5627,-45.4489,12.6969,10
-95.3911,-49.0037,11.7846,10
-96.6091,-49.0800,12.0551,10
-97.1890,-48.5639,12.4777,10
-97.8271,-49.1564,12.3256,10
-98.4360,-49.1946,12.4609,10
-99.0160,-48.6785,12.8834,10
-99.6540,-49.2709,12.7314,10
-103.3080,-49.5000,13.5429,10
-103.8879,-48.9839,13.9654,10
-104.4969,-49.0221,14.1007,10
-105.1350,-49.6145,13.9486,10
-105.7149,-49.0984,14.3712,10
-106.9329,-49.1748,14.6417,10
-107.5710,-49.7672,14.4896,10
-111.4291,-50.1097,11.4617,11
-112.0090,-49.5936,11.8842,11
-113.8360,-49.7081,12.2900,11
-114.4160,-49.1920,12.7125,11
-115.0250,-49.2302,12.8478,11
-116.1848,-48.1980,13.6929,11
-118.0118,-48.3125,14.0987,11
-119.1717,-47.2803,14.9438,11
-120.3897,-47.3566,15.2143,11
-121.5495,-46.3244,16.0594,11
-122.1585,-46.3626,16.1947,11
-122.7385,-45.8465,16.6172,11
-123.3475,-45.8847,16.7525,11
-124.5073,-44.8524,17.5976,11
-124.4783,-44.2982,17.8849,11
-125.0582,-43.7820,18.3075,11
-125.0291,-43.2278,18.5948,11
-125.6091,-42.7116,19.0173,11
-125.3185,-37.1688,21.8904,11
-124.6804,-36.5763,22.0425,11
-124.6514,-36.0220,22.3298,11
-122.7372,-34.2446,22.7860,11
-122.5047,-29.8104,25.0845,11
-121.8666,-29.2179,25.2365,11
-121.8085,-28.1093,25.8111,11
-121.1705,-27.5169,25.9632,11
-121.1414,-26.9626,26.2505,11
-120.5034,-26.3701,26.4026,11
-120.4452,-25.2615,26.9772,11
-117.2550,-22.2992,27.7375,11
-116.6460,-22.2610,27.6022,11
-114.7318,-20.4836,28.0584,11
-113.5138,-20.4073,27.7879,11
-112.2377,-19.2224,28.0920,11
-111.6287,-19.1842,27.9568,11
-110.3526,-17.9993,28.2609,11
-109.7436,-17.9611,28.1256,11
-109.1055,-17.3686,28.2777,11
-107.8876,-17.2923,28.0072,11
-107.2495,-16.6998,28.1592,11
-103.5955,-16.4707,27.3477,11
-102.9575,-15.8783,27.4998,11
-96.2585,-15.4583,26.0120,11
-95.6786,-15.9744,25.5895,11
-95.0696,-15.9362,25.4542,11
-94.4897,-16.4523,25.0316,11
-93.8807,-16.4142,24.8964,11
-93.3008,-16.9303,24.4738,11
-92.6918,-16.8921,24.3386,11
-89.7921,-19.4726,22.2258,11
-89.8212,-20.0269,21.9385,11
-87.5014,-22.0914,20.2482,11
-87.5595,-23.1999,19.6736,11
-86.9796,-23.7160,19.2510,11
-87.0087,-24.2703,18.9637,11
-86.4287,-24.7864,18.5412,11
-86.4578,-25.3407,18.2538,11
-85.8779,-25.8568,17.8313,11
-85.9650,-27.5197,16.9694,11
-85.3851,-28.0358,16.5468,11
-85.6466,-33.0244,13.9610,11
-86.2847,-33.6168,13.8089,11
-86.3719,-35.2797,12.9470,11
-87.6480,-36.4646,12.6429,11
-87.6771,-37.0189,12.3556,11
-88.3151,-37.6114,12.2035,11
-88.3442,-38.1657,11.9162,11
-88.9822,-38.7581,11.7642,11
-89.0113,-39.3124,11.4769,11
-89.6493,-39.9049,11.3248,11
-89.6784,-40.4592,11.0375,11
-90.9545,-41.6441,10.7334,11
-90.9836,-42.1984,10.4461,11
-92.2597,-43.3833,10.1419,11
-92.2887,-43.9376,9.8546,11
-92.9268,-44.5301,9.7026,11
-92.9559,-45.0843,9.4153,11
-93.5939,-45.6768,9.2632,11
-93.6230,-46.2311,8.9759,11
-95.5371,-48.0085,8.5197,11
-97.3641,-48.1230,8.9255,11
-98.0022,-48.7155,8.7734,11
-98.6112,-48.7537,8.9087,11
-99.2492,-49.3461,8.7566,11
-103.5122,-49.6134,9.7034,11
-105.2520,-48.0650,10.9711,11
-108.2970,-48.2559,11.6473,11
-110.2111,-50.0333,11.1911,11
-114.0112,-49.2671,8.7378,12
-115.1710,-48.2349,9.5829,12
-115.7800,-48.2731,9.7182,12
-116.3600,-47.7569,10.1407,12
-118.1869,-47.8715,10.5465,12
-118.7669,-47.3554,10.9690,12
-119.3759,-47.3936,11.1043,12
-119.9558,-46.8774,11.5269,12
-120.5648,-46.9156,11.6621,12
-121.7247,-45.8834,12.5072,12
-122.9427,-45.9598,12.7777,12
-125.8423,-43.3792,14.8905,12
-125.2043,-42.7868,15.0426,12
-125.7842,-42.2706,15.4652,12
-125.7551,-41.7164,15.7525,12
-126.3351,-41.2002,16.1750,12
-126.0154,-35.1031,19.3354,12
-125.3774,-34.5106,19.4875,12
-125.1158,-29.5221,22.0733,12
-123.8397,-28.3371,22.3774,12
-123.7525,-26.6743,23.2393,12
-123.1145,-26.0818,23.3914,12
-123.0854,-25.5275,23.6787,12
-121.8093,-24.3426,23.9828,12
-121.2003,-24.3044,23.8476,12
-120.5622,-23.7120,23.9996,12
-119.9532,-23.6738,23.8644,12
-118.0391,-21.8964,24.3206,12
-117.4301,-21.8582,24.1853,12
-114.2398,-18.8959,24.9456,12
-113.6308,-18.8577,24.8103,12
-112.9928,-18.2652,24.9624,12
-112.3838,-18.2271,24.8271,12
-111.1077,-17.0421,25.1313,12
-110.4987,-17.0040,24.9960,12
-109.8606,-16.4115,25.1481,12
-108.6426,-16.3351,24.8776,12
-108.0046,-15.7427,25.0296,12
-106.1776,-15.6281,24.6239,12
-105.5395,-15.0357,24.7759,12
-98.2316,-14.5775,23.1529,12
-97.6517,-15.0937,22.7303,12
-95.2157,-14.9409,22.1893,12
-94.0558,-15.9732,21.3442,12
-93.4468,-15.9350,21.2090,12
-92.2870,-16.9672,20.3638,12
-91.6780,-16.9290,20.2286,12
-89.3582,-18.9935,18.5383,12
-89.3873,-19.5477,18.2510,12
-88.2274,-20.5800,17.4059,12
-88.2855,-21.6885,16.8313,12
-87.1257,-22.7207,15.9862,12
-87.1547,-23.2750,15.6988,12
-86.5748,-23.7911,15.2763,12
-86.6910,-26.0083,14.1270,12
-86.1111,-26.5244,13.7045,12
-86.3726,-31.5130,11.1187,12
-87.0107,-32.1054,10.9666,12
-87.0398,-32.6597,10.6793,12
-87.6778,-33.2522,10.5273,12
-87.7069,-33.8065,10.2400,12
-89.6210,-35.5839,9.7838,12
-89.6501,-36.1382,9.4965,12
-90.9262,-37.3231,9.1924,12
-90.9843,-38.4317,8.6177,12
-91.6224,-39.0241,8.4657,12
-91.6515,-39.5784,8.1784,12
-92.2895,-40.1709,8.0263,12
-92.3476,-41.2794,7.4517,12
-92.9857,-41.8719,7.2996,12
-93.0438,-42.9805,6.7250,12
-95.5960,-45.3503,6.1168,12
-96.2050,-45.3885,6.2520,12
-96.8431,-45.9810,6.1000,12
-98.0611,-46.0573,6.3705,12
-98.6991,-46.6498,6.2184,12
-108.4430,-47.2606,8.3824,12
-109.7191,-48.4456,8.0783,12
-110.3281,-48.4837,8.2136,12
-110.9662,-49.0762,8.0615,12
-116.5351,-47.3160,6.5885,13
-117.1150,-46.7999,7.0111,13
-117.7240,-46.8381,7.1463,13
-118.3039,-46.3220,7.5689,13
-119.5219,-46.3984,7.8394,13
-123.0015,-43.3017,10.3748,13
-123.6105,-43.3399,10.5100,13
-124.7704,-42.3077,11.3552,13
-124.7123,-41.1991,11.9298,13
-126.4521,-39.6508,13.1975,13
-126.4230,-39.0965,13.4848,13
-127.0030,-38.5804,13.9073,13
-126.8867,-36.3632,15.0566,13
-126.2487,-35.7708,15.2086,13
-126.1615,-34.1079,16.0706,13
-125.5234,-33.5154,16.2226,13
-125.2909,-29.0812,18.5211,13
-124.6529,-28.4887,18.6732,13
-124.5657,-26.8258,19.5351,13
-123.9276,-26.2334,19.6871,13
-123.8695,-25.1248,20.2618,13
-121.3173,-22.7549,20.8700,13
-120.7083,-22.7168,20.7347,13
-120.0703,-22.1243,20.8868,13
-119.4613,-22.0861,20.7516,13
-116.2710,-19.1238,21.5118,13
-115.0530,-19.0474,21.2413,13
-113.7769,-17.8625,21.5455,13
-110.7319,-17.6716,20.8692,13
-109.4558,-16.4867,21.1733,13
-108.8468,-16.4485,21.0381,13
-107.5707,-15.2636,21.3422,13
-106.9617,-15.2254,21.2069,13
-106.3236,-14.6330,21.3590,13
-102.0607,-14.3657,20.4122,13
-101.4226,-13.7732,20.5643,13
-100.2046,-13.6969,20.2938,13
-99.6247,-14.2130,19.8712,13
-98.4067,-14.1366,19.6007,13
-97.8268,-14.6527,19.1781,13
-96.6088,-14.5764,18.9076,13
-96.0289,-15.0925,18.4851,13
-94.8109,-15.0161,18.2146,13
-94.2309,-15.5323,17.7920,13
-93.6219,-15.4941,17.6568,13
-88.9825,-19.6229,14.2763,13
-89.0406,-20.7315,13.7017,13
-88.4607,-21.2476,13.2791,13
-88.5188,-22.3562,12.7045,13
-87.3589,-23.3884,11.8593,13
-87.4170,-24.4970,11.2847,13
-86.8371,-25.0131,10.8622,13
-86.9533,-27.2302,9.7129,13
-87.5914,-27.8227,9.5609,13
-87.6495,-28.9313,8.9862,13
-88.2876,-29.5237,8.8342,13
-88.3166,-30.0780,8.5469,13
-90.2308,-31.8554,8.0907,13
-90.2599,-32.4097,7.8034,13
-91.5360,-33.5946,7.4993,13
-91.5650,-34.1489,7.2120,13
-92.2031,-34.7414,7.0599,13
-92.2321,-35.2957,6.7726,13
-92.8702,-35.8881,6.6205,13
-92.9283,-36.9967,6.0459,13
-93.5664,-37.5892,5.8939,13
-93.6245,-38.6977,5.3192,13
-94.2626,-39.2902,5.1672,13
-94.3207,-40.3988,4.5926,13
-94.9587,-40.9912,4.4405,13
-94.9878,-41.5455,4.1532,13
-97.5400,-43.9154,3.5450,13
-98.1490,-43.9536,3.6802,13
-98.7289,-43.4375,4.1028,13
-99.3379,-43.4756,4.2380,13
-99.9760,-44.0681,4.0860,13
-100.5850,-44.1063,4.2212,13
-101.1649,-43.5902,4.6438,13
-101.7739,-43.6283,4.7790,13
-102.4120,-44.2208,4.6270,13
-103.0210,-44.2590,4.7622,13
-103.6009,-43.7429,5.1848,13
-104.2099,-43.7811,5.3200,13
-104.8479,-44.3735,5.1680,13
-109.1109,-44.6408,6.1147,13
-110.3870,-45.8257,5.8106,13
-110.9669,-45.3096,6.2332,13
-111.6050,-45.9020,6.0811,13
-112.8230,-45.9784,6.3516,13
-113.4610,-46.5709,6.1996,13
-114.0700,-46.6090,6.3348,13
-114.6500,-46.0929,6.7574,13
-115.2880,-46.6854,6.6053,13
-115.8970,-46.7236,6.7406,13
-118.4500,-45.3267,4.3040,14
-119.0299,-44.8106,4.7266,14
-119.6389,-44.8488,4.8619,14
-120.7988,-43.8166,5.7070,14
-120.7697,-43.2623,5.9943,14
-125.4092,-39.1334,9.3748,14
-125.3511,-38.0248,9.9494,14
-125.9310,-37.5087,10.3720,14
-125.8438,-35.8459,11.2339,14
-126.4238,-35.3298,11.6565,14
-125.9879,-27.0155,15.9661,14
-122.7976,-24.0531,16.7264,14
-122.7395,-22.9446,17.3010,14
-120.8253,-21.1672,17.7572,14
-119.0855,-22.7155,16.4895,14
-117.8675,-22.6392,16.2190,14
-117.2295,-22.0467,16.3711,14
-116.6205,-22.0085,16.2358,14
-115.9824,-21.4160,16.3879,14
-112.9374,-21.2252,15.7116,14
-111.6613,-20.0402,16.0157,14
-111.0523,-20.0021,15.8805,14
-110.4143,-19.4096,16.0325,14
-109.1963,-19.3332,15.7620,14
-108.5582,-18.7408,15.9141,14
-107.9492,-18.7026,15.7788,14
-106.0351,-16.9252,16.2350,14
-105.4261,-16.8870,16.0998,14
-104.7880,-16.2946,16.2518,14
-104.1790,-16.2564,16.1166,14
-102.9029,-15.0715,16.4207,14
-102.2939,-15.0333,16.2854,14
-101.6559,-14.4408,16.4375,14
-100.4379,-14.3645,16.1670,14
-99.7998,-13.7720,16.3190,14
-98.5818,-13.6956,16.0485,14
-98.0019,-14.2117,15.6260,14
-97.3929,-14.1736,15.4907,14
-96.2331,-15.2058,14.6456,14
-95.6241,-15.1676,14.5103,14
-95.0441,-15.6837,14.0878,14
-94.4351,-15.6455,13.9525,14
-93.2753,-16.6778,13.1074,14
-93.3043,-17.2320,12.8201,14
-92.1445,-18.2643,11.9750,14
-92.1735,-18.8185,11.6877,14
-90.4337,-20.3669,10.4200,14
-90.4918,-21.4754,9.8454,14
-89.9119,-21.9915,9.4228,14
-90.0281,-24.2087,8.2736,14
-90.6662,-24.8012,8.1215,14
-90.7243,-25.9097,7.5469,14
-90.1444,-26.4258,7.1243,14
-90.7824,-27.0183,6.9723,14
-90.9277,-29.7897,5.5357,14
-93.4800,-32.1596,4.9275,14
-93.5090,-32.7139,4.6402,14
-94.7851,-33.8988,4.3360,14
-94.8142,-34.4531,4.0487,14
-94.2343,-34.9692,3.6262,14
-95.5104,-36.1541,3.3221,14
-95.5976,-37.8170,2.4601,14
-96.2356,-38.4095,2.3081,14
-96.2647,-38.9637,2.0208,14
-97.5408,-40.1487,1.7166,14
-98.1498,-40.1868,1.8519,14
-101.3400,-43.1492,1.0916,14
-101.9200,-42.6331,1.5142,14
-104.3560,-42.7858,2.0552,14
-105.5158,-41.7535,2.9003,14
-106.1248,-41.7917,3.0355,14
-106.7629,-42.3842,2.8835,14
-107.3428,-41.8681,3.3061,14
-112.2148,-42.1735,4.3881,14
-114.7670,-44.5434,3.7798,14
-115.9850,-44.6197,4.0503,14
-116.6230,-45.2122,3.8983,14
-117.2320,-45.2504,4.0335,14
-117.8120,-44.7342,4.4561,14
-110.6210,-42.7266,-0.1445,15
-111.7809,-41.6944,0.7006,15
-114.2169,-41.8471,1.2416,15
-114.8549,-42.4396,1.0896,15
-116.0729,-42.5160,1.3601,15
-116.6528,-41.9998,1.7826,15
-117.8708,-42.0762,2.0532,15
-118.4508,-41.5601,2.4757,15
-119.0888,-42.1526,2.3237,15
-119.6688,-41.6364,2.7462,15
-120.8867,-41.7128,3.0167,15
-123.7864,-39.1323,5.1295,15
-123.7574,-38.5780,5.4168,15
-124.3373,-38.0619,5.8394,15
-124.3082,-37.5076,6.1267,15
-124.8882,-36.9915,6.5493,15
-124.8010,-35.3286,7.4112,15
-125.3809,-34.8125,7.8338,15
-125.2356,-32.0411,9.2703,15
-124.5976,-31.4486,9.4224,15
-124.5685,-30.8943,9.7097,15
-123.2924,-29.7094,10.0138,15
-123.2343,-28.6008,10.5884,15
-121.3201,-26.8234,11.0446,15
-121.2910,-26.2691,11.3319,15
-120.0149,-25.0842,11.6360,15
-119.4350,-25.6003,11.2135,15
-116.8828,-23.2305,11.8217,15
-116.2738,-23.1923,11.6864,15
-115.6357,-22.5998,11.8385,15
-114.4177,-22.5235,11.5680,15
-113.1416,-21.3385,11.8721,15
-111.3146,-21.2240,11.4664,15
-110.0385,-20.0391,11.7705,15
-108.8205,-19.9627,11.5000,15
-107.5444,-18.7778,11.8041,15
-106.9354,-18.7396,11.6688,15
-106.2974,-18.1472,11.8209,15
-105.6884,-18.1090,11.6856,15
-105.0503,-17.5165,11.8377,15
-103.2234,-17.4020,11.4319,15
-102.5853,-16.8095,11.5840,15
-101.9763,-16.7713,11.4487,15
-101.3964,-17.2874,11.0262,15
-100.1784,-17.2111,10.7557,15
-99.5985,-17.7272,10.3331,15
-98.9895,-17.6890,10.1979,15
-98.4095,-18.2051,9.7753,15
-97.8005,-18.1670,9.6401,15
-95.4808,-20.2314,7.9498,15
-94.8718,-20.1932,7.8146,15
-93.1320,-21.7415,6.5469,15
-93.1901,-22.8501,5.9722,15
-93.8282,-23.4426,5.8202,15
-93.8863,-24.5511,5.2456,15
-93.3064,-25.0673,4.8230,15
-93.3645,-26.1758,4.2484,15
-91.6247,-27.7241,2.9807,15
-91.6537,-28.2784,2.6934,15
-95.4821,-31.8332,1.7810,15
-95.5983,-34.0504,0.6318,15
-97.5125,-35.8278,0.1756,15
-97.5415,-36.3820,-0.1117,15
-98.1796,-36.9745,-0.2637,15
-98.2087,-37.5288,-0.5510,15
-99.4848,-38.7137,-0.8552,15
-101.3117,-38.8283,-0.4494,15
-101.9498,-39.4207,-0.6015,15
-102.5588,-39.4589,-0.4662,15
-103.1969,-40.0514,-0.6183,15
-106.2418,-40.2422,0.0580,15
-108.7940,-42.6121,-0.5502,15
-117.3498,-39.9342,-0.7724,16
-117.9297,-39.4180,-0.3498,16
-119.1477,-39.4944,-0.0793,16
-119.7276,-38.9783,0.3433,16
-120.3366,-39.0165,0.4785,16
-120.9166,-38.5004,0.9011,16
-121.5256,-38.5385,1.0363,16
-122.1055,-38.0224,1.4589,16
-122.7145,-38.0606,1.5941,16
-123.8744,-37.0284,2.4393,16
-123.8453,-36.4741,2.7266,16
-124.4252,-35.9580,3.1491,16
-124.3671,-34.8494,3.7238,16
-124.9471,-34.3333,4.1463,16
-124.8308,-32.1162,5.2956,16
-124.1928,-31.5237,5.4476,16
-124.1056,-29.8609,6.3096,16
-122.8295,-28.6759,6.6137,16
-122.8004,-28.1216,6.9010,16
-116.4199,-22.1970,8.4216,16
-114.5929,-22.0825,8.0158,16
-113.9548,-21.4900,8.1679,16
-113.3458,-21.4518,8.0326,16
-112.7078,-20.8594,8.1847,16
-112.0988,-20.8212,8.0494,16
-111.4607,-20.2287,8.2015,16
-110.8517,-20.1905,8.0662,16
-110.2137,-19.5981,8.2183,16
-108.9957,-19.5217,7.9478,16
-108.3576,-18.9293,8.0998,16
-102.2677,-18.5475,6.7473,16
-100.5279,-20.0958,5.4796,16
-99.9189,-20.0576,5.3444,16
-98.7590,-21.0898,4.4993,16
-99.0206,-26.0784,1.9135,16
-99.6586,-26.6709,1.7614,16
-99.8330,-29.9966,0.0375,16
-100.4710,-30.5891,-0.1145,16
-100.6454,-33.9148,-1.8384,16
-103.1976,-36.2846,-2.4466,16
-103.8066,-36.3228,-2.3114,16
-104.4447,-36.9153,-2.4634,16
-105.6627,-36.9916,-2.1929,16
-106.2426,-36.4755,-1.7703,16
-106.8806,-37.0680,-1.9224,16
-108.7076,-37.1825,-1.5166,16
-109.2876,-36.6664,-1.0941,16
-111.1145,-36.7809,-0.6883,16
-112.3907,-37.9659,-0.9924,16
-113.6086,-38.0422,-0.7219,16
-114.8848,-39.2272,-1.0261,16
-115.4937,-39.2653,-0.8908,16
-116.1318,-39.8578,-1.0429,16
-119.2066,-36.8364,-2.4823,17
-119.7865,-36.3202,-2.0597,17
-121.0045,-36.3966,-1.7892,17
-123.3243,-34.3322,-0.0990,17
-123.2661,-33.2236,0.4757,17
-123.8461,-32.7075,0.8982,17
-123.6717,-29.3818,2.6221,17
-123.0336,-28.7893,2.7741,17
-122.9755,-27.6807,3.3488,17
-121.0614,-25.9033,3.8049,17
-121.0323,-25.3491,4.0922,17
-119.7562,-24.1641,4.3964,17
-119.1472,-24.1259,4.2611,17
-118.5091,-23.5335,4.4132,17
-117.9001,-23.4953,4.2779,17
-117.2621,-22.9028,4.4300,17
-116.6531,-22.8647,4.2947,17
-116.0150,-22.2722,4.4468,17
-115.4060,-22.2340,4.3115,17
-114.1299,-21.0491,4.6156,17
-112.9120,-20.9727,4.3451,17
-112.2739,-20.3803,4.4972,17
-111.6649,-20.3421,4.3620,17
