slice_idx,circle_idx,is_articular,x_mm,y_mm,z_mm
16,0,1,-133.8115,-6.7786,9.9427
16,0,1,-132.1168,-5.0361,9.9464
16,0,1,-131.2695,-5.0123,9.8051
16,0,1,-130.4221,-4.1410,9.8070
16,0,1,-129.5748,-4.1171,9.6656
16,0,1,-128.7274,-3.2459,9.6675
16,0,1,-127.0328,-3.1981,9.3848
16,0,1,-126.1854,-2.3269,9.3867
16,0,1,-120.2541,-2.1597,8.3974
16,0,1,-119.4067,-2.9832,8.1129
16,0,1,-117.7121,-2.9354,7.8302
16,0,1,-116.8647,-3.7589,7.5457
16,0,1,-114.3227,-3.6872,7.1217
16,0,1,-113.4754,-4.5107,6.8371
16,0,1,-112.6280,-4.4868,6.6958
16,0,1,-111.7807,-5.3103,6.4113
16,0,1,-110.9334,-5.2864,6.2699
16,0,1,-109.2387,-6.9333,5.7009
16,0,1,-108.3914,-6.9095,5.5596
16,0,1,-103.3073,-11.8503,3.8524
16,0,1,-103.3073,-12.6977,3.7092
16,0,1,-102.4600,-13.5211,3.4246
16,0,1,-102.4600,-15.2159,3.1382
16,0,1,-101.6127,-16.0393,2.8537
16,0,1,-100.7653,-19.4049,2.1396
16,0,1,-103.3073,-44.0500,-1.5893
16,0,1,-106.6967,-47.5350,-1.5968
16,0,1,-107.5440,-47.5589,-1.4554
16,0,1,-108.3914,-48.4301,-1.4573
16,0,1,-109.2387,-48.4540,-1.3160
16,0,1,-110.0860,-49.3252,-1.3178
16,0,1,-110.9334,-49.3491,-1.1765
16,0,1,-111.7807,-50.2204,-1.1784
16,0,1,-112.6280,-49.3969,-0.8938
16,0,1,-113.4754,-49.4208,-0.7525
16,0,1,-121.9487,-52.2017,0.2312
17,0,1,-126.8860,-50.7837,-3.0022
17,0,1,-127.7333,-49.9602,-2.7177
17,0,1,-131.1226,-50.0558,-2.1524
17,0,1,-131.9700,-49.2323,-1.8678
17,0,1,-132.8173,-49.2562,-1.7265
17,0,1,-133.6646,-48.4327,-1.4420
17,0,1,-134.5120,-48.4566,-1.3006
17,0,1,-135.3593,-47.6331,-1.0161
17,0,1,-136.2067,-47.6570,-0.8748
17,0,1,-139.5960,-44.3631,0.2634
17,0,1,-139.5960,-43.5157,0.4066
17,0,1,-141.2907,-41.8688,0.9756
17,0,1,-141.2907,-41.0214,1.1188
17,0,1,-143.8327,-38.5510,1.9724
17,0,1,-143.8327,-37.7036,2.1156
17,0,1,-144.6800,-36.8801,2.4002
17,0,1,-144.6800,-34.3381,2.8298
17,0,1,-145.5274,-33.5146,3.1143
17,0,1,-145.5274,-31.8199,3.4007
17,0,1,-144.6800,-30.9486,3.4026
17,0,1,-144.6800,-29.2539,3.6890
17,0,1,-131.1226,-5.9930,5.2941
17,0,1,-129.4280,-4.2505,5.2978
17,0,1,-128.5806,-4.2267,5.1565
17,0,1,-127.7333,-3.3554,5.1584
17,0,1,-122.6493,-3.2121,4.3104
17,0,1,-121.8019,-2.3409,4.3123
17,0,1,-120.9546,-2.3170,4.1709
17,0,1,-119.2599,-2.2692,3.8883
17,0,1,-118.4126,-2.2453,3.7469
17,0,1,-117.5652,-3.0688,3.4624
17,0,1,-115.8706,-3.0210,3.1797
17,0,1,-114.1759,-4.6680,2.6107
17,0,1,-113.3286,-4.6441,2.4693
17,0,1,-112.4812,-5.4676,2.1848
17,0,1,-111.6339,-5.4437,2.0435
17,0,1,-109.9392,-7.0906,1.4744
17,0,1,-109.0919,-7.0668,1.3331
17,0,1,-104.8552,-11.1841,-0.0896
17,0,1,-104.8552,-12.0315,-0.2328
17,0,1,-103.1605,-13.6784,-0.8018
17,0,1,-103.1605,-38.2519,-4.9547
17,0,1,-103.1605,-41.6413,-5.5275
17,0,1,-105.7025,-44.2551,-5.5331
17,0,1,-106.5499,-44.2789,-5.3918
17,0,1,-107.3972,-45.1502,-5.3936
17,0,1,-109.0919,-45.1980,-5.1110
17,0,1,-109.9392,-46.0692,-5.1128
17,0,1,-110.7865,-46.0931,-4.9715
17,0,1,-111.6339,-46.9643,-4.9734
17,0,1,-112.4812,-46.9882,-4.8320
17,0,1,-122.6493,-49.8169,-3.5657
17,0,1,-124.3439,-49.8647,-3.2830
17,0,1,-125.1913,-50.7359,-3.2849
18,0,1,-118.2658,-48.1362,-8.3537
18,0,1,-119.1131,-47.3127,-8.0692
18,0,1,-132.6705,-47.6949,-5.8079
18,0,1,-133.5178,-46.8714,-5.5234
18,0,1,-134.3652,-46.8953,-5.3820
18,0,1,-136.0598,-45.2483,-4.8130
18,0,1,-136.9072,-45.2722,-4.6716
18,0,1,-141.1439,-41.1548,-3.2490
18,0,1,-141.1439,-40.3075,-3.1058
18,0,1,-141.9912,-39.4840,-2.8212
18,0,1,-141.9912,-38.6366,-2.6780
18,0,1,-142.8385,-37.8132,-2.3935
18,0,1,-142.8385,-36.9658,-2.2503
18,0,1,-143.6859,-36.1423,-1.9658
18,0,1,-143.6859,-34.4476,-1.6794
18,0,1,-144.5332,-33.6241,-1.3948
18,0,1,-144.5332,-30.2347,-0.8220
18,0,1,-143.6859,-29.3634,-0.8202
18,0,1,-143.6859,-27.6687,-0.5338
18,0,1,-142.8385,-25.9501,-0.3887
18,0,1,-130.9758,-9.5159,0.3535
18,0,1,-130.1285,-9.4920,0.2122
18,0,1,-128.4338,-7.7495,0.2159
18,0,1,-127.5865,-7.7256,0.0746
18,0,1,-126.7391,-6.8544,0.0764
18,0,1,-124.1971,-6.7827,-0.3476
18,0,1,-123.3498,-5.9115,-0.3457
18,0,1,-122.5025,-5.8876,-0.4870
18,0,1,-121.6551,-6.7111,-0.7716
18,0,1,-120.8078,-6.6872,-0.9129
18,0,1,-119.9604,-5.8160,-0.9110
18,0,1,-119.1131,-5.7921,-1.0523
18,0,1,-118.2658,-6.6155,-1.3369
18,0,1,-117.4184,-6.5917,-1.4782
18,0,1,-116.5711,-7.4151,-1.7627
18,0,1,-114.8764,-7.3674,-2.0454
18,0,1,-111.4871,-10.6613,-3.1835
18,0,1,-111.4871,-11.5086,-3.3267
18,0,1,-104.7084,-36.7384,-8.7534
18,0,1,-104.7084,-38.4331,-9.0398
18,0,1,-103.8610,-39.2565,-9.3244
18,0,1,-105.5557,-40.9990,-9.3281
18,0,1,-106.4030,-41.0229,-9.1868
18,0,1,-107.2504,-41.8942,-9.1886
18,0,1,-108.0977,-41.9180,-9.0473
18,0,1,-108.9451,-42.7893,-9.0492
18,0,1,-109.7924,-42.8132,-8.9078
18,0,1,-113.1817,-46.2982,-8.9153
18,0,1,-114.8764,-46.3459,-8.6327
18,0,1,-116.5711,-48.0884,-8.6364
21,0,0,-135.6194,-41.4118,-17.2004
21,0,0,-136.4667,-40.5883,-16.9158
21,0,0,-137.3141,-40.6122,-16.7745
21,0,0,-139.0087,-38.9652,-16.2054
21,0,0,-139.8561,-38.9891,-16.0641
21,0,0,-142.3981,-36.5187,-15.2105
21,0,0,-142.3981,-35.6713,-15.0673
21,0,0,-143.2454,-34.8478,-14.7828
21,0,0,-143.2454,-34.0005,-14.6396
21,0,0,-144.9401,-32.3535,-14.0705
21,0,0,-144.9401,-30.6588,-13.7841
21,0,0,-145.7874,-29.8353,-13.4996
21,0,0,-145.7874,-23.9038,-12.4972
21,0,0,-144.9401,-23.0326,-12.4953
21,0,0,-144.9401,-22.1852,-12.3521
21,0,0,-142.3981,-19.5715,-12.3465
21,0,0,-142.3981,-18.7241,-12.2033
21,0,0,-140.7034,-16.9816,-12.1995
21,0,0,-139.8561,-16.9578,-12.3409
21,0,0,-137.3141,-14.3440,-12.3353
21,0,0,-136.4667,-14.3201,-12.4766
21,0,0,-135.6194,-13.4489,-12.4747
21,0,0,-130.5354,-13.3056,-13.3227
21,0,0,-129.6880,-14.1291,-13.6073
21,0,0,-127.9934,-14.0813,-13.8899
21,0,0,-127.1460,-14.9048,-14.1744
21,0,0,-126.2987,-14.8809,-14.3158
21,0,0,-123.7567,-17.3513,-15.1694
21,0,0,-123.7567,-18.1987,-15.3126
21,0,0,-122.9093,-19.0221,-15.5971
21,0,0,-122.9093,-19.8695,-15.7403
21,0,0,-122.0620,-20.6930,-16.0248
21,0,0,-119.5200,-24.8581,-17.1648
21,0,0,-119.5200,-27.4002,-17.5944
21,0,0,-118.6726,-28.2237,-17.8790
21,0,0,-118.6726,-29.9184,-18.1654
21,0,0,-119.5200,-30.7896,-18.1672
21,0,0,-119.5200,-32.4844,-18.4537
21,0,0,-121.2147,-34.2269,-18.4574
21,0,0,-128.8407,-38.6786,-17.9014
21,0,0,-131.3827,-41.2923,-17.9070
22,0,0,-137.1672,-39.0509,-20.8559
22,0,0,-138.0146,-38.2274,-20.5714
22,0,0,-138.8619,-38.2513,-20.4300
22,0,0,-139.7093,-37.4278,-20.1455
22,0,0,-140.5566,-37.4517,-20.0042
22,0,0,-143.0986,-34.9813,-19.1506
22,0,0,-143.0986,-34.1339,-19.0074
22,0,0,-144.7933,-32.4870,-18.4383
22,0,0,-144.7933,-31.6396,-18.2951
22,0,0,-145.6406,-30.8161,-18.0106
22,0,0,-145.6406,-29.9688,-17.8674
22,0,0,-146.4880,-29.1453,-17.5828
22,0,0,-146.4880,-21.5190,-16.2940
22,0,0,-144.7933,-19.7766,-16.2903
22,0,0,-144.7933,-18.9292,-16.1471
22,0,0,-141.4039,-15.4442,-16.1396
22,0,0,-140.5566,-15.4203,-16.2809
22,0,0,-139.7093,-14.5491,-16.2791
22,0,0,-138.8619,-14.5252,-16.4204
22,0,0,-138.0146,-13.6540,-16.4185
22,0,0,-131.2359,-13.4629,-17.5492
22,0,0,-130.3885,-14.2864,-17.8337
22,0,0,-129.5412,-14.2625,-17.9751
22,0,0,-125.3045,-18.3799,-19.3977
22,0,0,-125.3045,-20.0746,-19.6841
22,0,0,-124.4572,-20.8980,-19.9686
22,0,0,-124.4572,-21.7454,-20.1119
22,0,0,-123.6098,-22.5689,-20.3964
22,0,0,-123.6098,-23.4162,-20.5396
22,0,0,-122.7625,-24.2397,-20.8241
22,0,0,-122.7625,-30.1712,-21.8265
22,0,0,-125.3045,-32.7850,-21.8321
22,0,0,-126.9992,-32.8327,-21.5495
22,0,0,-127.8465,-33.7040,-21.5513
22,0,0,-131.2359,-36.3416,-21.4156
22,0,0,-131.2359,-37.1890,-21.5588
22,0,0,-132.9306,-38.9315,-21.5626
23,0,0,-136.1731,-37.4657,-25.0786
23,0,0,-138.7151,-37.5373,-24.6546
23,0,0,-139.5624,-36.7139,-24.3701
23,0,0,-140.4098,-36.7377,-24.2288
23,0,0,-146.3411,-30.9734,-22.2370
23,0,0,-146.3411,-30.1261,-22.0938
23,0,0,-147.1885,-29.3026,-21.8093
23,0,0,-147.1885,-27.6079,-21.5229
23,0,0,-148.0358,-26.7844,-21.2384
23,0,0,-148.0358,-20.8529,-20.2360
23,0,0,-147.1885,-19.9816,-20.2341
23,0,0,-147.1885,-19.1343,-20.0909
23,0,0,-142.1045,-13.9068,-20.0797
23,0,0,-138.7151,-13.8113,-20.6450
23,0,0,-137.8678,-12.9400,-20.6431
23,0,0,-134.4784,-12.8445,-21.2085
23,0,0,-133.6311,-13.6680,-21.4930
23,0,0,-132.7837,-13.6441,-21.6343
23,0,0,-131.9364,-14.4675,-21.9189
23,0,0,-131.0891,-14.4437,-22.0602
23,0,0,-127.6997,-17.7376,-23.1983
23,0,0,-127.6997,-18.5849,-23.3415
23,0,0,-126.0050,-20.2319,-23.9106
23,0,0,-126.0050,-21.9266,-24.1970
23,0,0,-125.1577,-22.7501,-24.4815
23,0,0,-125.1577,-23.5974,-24.6247
23,0,0,-124.3104,-24.4209,-24.9093
23,0,0,-124.3104,-25.2683,-25.0525
23,0,0,-125.1577,-26.1395,-25.0543
23,0,0,-125.1577,-26.9869,-25.1975
23,0,0,-126.0050,-27.8581,-25.1994
23,0,0,-126.0050,-29.5528,-25.4858
23,0,0,-127.6997,-31.2953,-25.4895
23,0,0,-131.9364,-33.9568,-25.2125
23,0,0,-131.9364,-34.8042,-25.3557
24,0,0,-140.2630,-36.8712,-28.5966
24,0,0,-141.1103,-36.0477,-28.3120
24,0,0,-141.9576,-36.0716,-28.1707
24,0,0,-147.8890,-30.3072,-26.1790
24,0,0,-147.8890,-29.4599,-26.0358
24,0,0,-148.7363,-28.6364,-25.7513
24,0,0,-148.7363,-27.7891,-25.6081
24,0,0,-149.5837,-26.9656,-25.3235
24,0,0,-149.5837,-19.3393,-24.0347
24,0,0,-148.7363,-18.4681,-24.0328
24,0,0,-148.7363,-17.6207,-23.8896
24,0,0,-145.3470,-14.1358,-23.8822
24,0,0,-143.6523,-14.0880,-24.1648
24,0,0,-142.8050,-13.2167,-24.1630
24,0,0,-141.1103,-13.1690,-24.4456
24,0,0,-140.2630,-12.2977,-24.4437
24,0,0,-135.1789,-12.1544,-25.2917
24,0,0,-134.3316,-12.9779,-25.5763
24,0,0,-133.4843,-12.9540,-25.7176
24,0,0,-128.4002,-17.8949,-27.4248
24,0,0,-128.4002,-18.7422,-27.5680
24,0,0,-126.7056,-20.3892,-28.1371
24,0,0,-126.7056,-22.0839,-28.4235
24,0,0,-125.8582,-22.9074,-28.7080
24,0,0,-125.8582,-24.6021,-28.9944
24,0,0,-126.7056,-25.4733,-28.9963
24,0,0,-126.7056,-26.3207,-29.1395
24,0,0,-127.5529,-27.1919,-29.1413
24,0,0,-127.5529,-28.0393,-29.2845
24,0,0,-132.6369,-33.2668,-29.2958
24,0,0,-132.6369,-34.1141,-29.4390
24,0,0,-134.3316,-35.8566,-29.4427
24,0,0,-135.1789,-35.8805,-29.3014
24,0,0,-136.0263,-36.7517,-29.3032
25,0,0,-140.1161,-35.3099,-32.6780
25,0,0,-140.9635,-34.4864,-32.3934
25,0,0,-141.8108,-34.5103,-32.2521
25,0,0,-142.6582,-33.6868,-31.9676
25,0,0,-143.5055,-33.7107,-31.8262
25,0,0,-145.2002,-32.0637,-31.2572
25,0,0,-146.0475,-32.0876,-31.1159
25,0,0,-148.5895,-29.6172,-30.2623
25,0,0,-148.5895,-28.7698,-30.1191
25,0,0,-149.4369,-27.9464,-29.8345
25,0,0,-149.4369,-27.0990,-29.6913
25,0,0,-150.2842,-26.2755,-29.4068
25,0,0,-150.2842,-23.7334,-28.9772
25,0,0,-151.1315,-22.9100,-28.6927
25,0,0,-151.1315,-21.2152,-28.4063
25,0,0,-150.2842,-20.3440,-28.4044
25,0,0,-150.2842,-16.1072,-27.6884
25,0,0,-148.5895,-14.3647,-27.6846
25,0,0,-147.7422,-14.3408,-27.8260
25,0,0,-146.8948,-13.4696,-27.8241
25,0,0,-145.2002,-13.4218,-28.1068
25,0,0,-144.3528,-12.5506,-28.1049
25,0,0,-136.7268,-12.3356,-29.3769
25,0,0,-135.8795,-13.1591,-29.6614
25,0,0,-135.0321,-13.1352,-29.8027
25,0,0,-129.9481,-18.0760,-31.5099
25,0,0,-129.9481,-18.9234,-31.6531
25,0,0,-129.1008,-19.7469,-31.9377
25,0,0,-129.1008,-20.5942,-32.0809
25,0,0,-128.2534,-21.4177,-32.3654
25,0,0,-128.2534,-23.1124,-32.6518
25,0,0,-129.1008,-23.9837,-32.6537
25,0,0,-129.1008,-24.8310,-32.7969
25,0,0,-130.7954,-26.5735,-32.8006
25,0,0,-130.7954,-27.4209,-32.9438
25,0,0,-134.1848,-30.9059,-32.9513
25,0,0,-134.1848,-31.7532,-33.0945
26,0,0,-143.3587,-33.8441,-36.1941
26,0,0,-144.2060,-33.0206,-35.9095
26,0,0,-145.0533,-33.0445,-35.7682
26,0,0,-150.9847,-27.2802,-33.7765
26,0,0,-150.9847,-26.4328,-33.6333
26,0,0,-151.8320,-25.6093,-33.3487
26,0,0,-151.8320,-24.7620,-33.2055
26,0,0,-152.6794,-23.9385,-32.9210
26,0,0,-152.6794,-16.3123,-31.6322
26,0,0,-149.2900,-12.8273,-31.6247
26,0,0,-148.4427,-12.8034,-31.7660
26,0,0,-147.5954,-11.9322,-31.7642
26,0,0,-145.0533,-11.8605,-32.1882
26,0,0,-144.2060,-10.9893,-32.1863
26,0,0,-141.6640,-10.9176,-32.6103
26,0,0,-140.8167,-11.7411,-32.8948
26,0,0,-138.2746,-11.6694,-33.3188
26,0,0,-137.4273,-12.4929,-33.6033
26,0,0,-136.5800,-12.4690,-33.7447
26,0,0,-135.7326,-13.2925,-34.0292
26,0,0,-134.8853,-13.2686,-34.1705
26,0,0,-131.4959,-16.5625,-35.3087
26,0,0,-131.4959,-17.4099,-35.4519
26,0,0,-130.6486,-18.2333,-35.7364
26,0,0,-130.6486,-19.0807,-35.8796
26,0,0,-129.8013,-19.9042,-36.1641
26,0,0,-129.8013,-22.4463,-36.5937
26,0,0,-130.6486,-23.3175,-36.5956
26,0,0,-130.6486,-24.1649,-36.7388
26,0,0,-136.5800,-30.2636,-36.7519
26,0,0,-136.5800,-31.9583,-37.0383
26,0,0,-138.2746,-33.7008,-37.0420
27,0,0,-142.3645,-33.1063,-40.5600
27,0,0,-143.2119,-32.2828,-40.2755
27,0,0,-144.9065,-32.3306,-39.9928
27,0,0,-145.7539,-31.5071,-39.7083
27,0,0,-146.6012,-31.5310,-39.5669
27,0,0,-153.3799,-24.9432,-37.2907
27,0,0,-153.3799,-24.0958,-37.1475
27,0,0,-154.2272,-23.2723,-36.8629
27,0,0,-152.5326,-12.2089,-35.2840
27,0,0,-150.8379,-12.1611,-35.5666
27,0,0,-149.9906,-11.2899,-35.5648
27,0,0,-149.1432,-11.2660,-35.7061
27,0,0,-148.2959,-10.3947,-35.7042
27,0,0,-141.5172,-10.2037,-36.8349
27,0,0,-140.6698,-11.0271,-37.1194
27,0,0,-138.9752,-10.9794,-37.4021
27,0,0,-138.1278,-11.8028,-37.6866
